Name of the farmer,Type of Soil,Type/Variety,Location,Type of Crops,Week 1,Week 2,Week 3,Week 4,Month,Year,Total,Report Type
Sydney Brett Carson,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.56,1.01,0.61,1.85,June,2022,5.03,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,1.36,0.72,1.17,1.72,July,2022,4.97,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,0.54,1.97,1.35,1.52,August,2022,5.38,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 216,Purok 1,Corn,1.39,0.83,1.2,0.6,September,2022,4.02,Harvest
Sydney Brett Carson,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.56,0.97,1.14,1.19,October,2022,4.86,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 222,Purok 1,Corn,0.71,0.93,0.79,0.53,November,2022,2.96,Harvest
Sydney Brett Carson,Irrigated,Tubigan 14,Purok 1,Corn,1.82,1.77,1.06,1.04,December,2022,5.69,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 222,Purok 1,Corn,1.13,1.26,1.95,0.56,January,2023,4.9,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,1.02,1.27,1.47,0.71,February,2023,4.47,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.36,1.9,1.08,0.7,March,2023,5.04,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 222,Purok 1,Corn,1.06,1.21,0.73,1.36,April,2023,4.36,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,1.83,1.01,0.77,0.88,May,2023,4.49,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.09,1.66,0.81,0.66,June,2023,4.22,Harvest
Sydney Brett Carson,Irrigated,Tubigan 14,Purok 1,Corn,1.25,1.34,1.31,1.37,July,2023,5.27,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 222,Purok 1,Corn,1.82,1.38,1.91,0.69,August,2023,5.8,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.46,0.68,1.54,0.78,September,2023,4.46,Harvest
Sydney Brett Carson,Non-Irrigated,Tubigan 14,Purok 1,Corn,1,0.94,1.91,0.73,October,2023,4.58,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.8,0.72,1.89,1.42,November,2023,5.83,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,1.93,1.82,1.46,0.57,December,2023,5.78,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.58,1.41,1.41,0.63,January,2024,5.03,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.26,1.15,1.61,1.22,February,2024,5.24,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,0.95,0.8,0.76,1.05,March,2024,3.56,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,1.19,1.08,0.7,1.7,April,2024,4.67,Harvest
Sydney Brett Carson,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.89,1.07,0.54,1.49,May,2024,4.99,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 216,Purok 1,Corn,1.68,1.66,1.86,1.92,June,2024,7.12,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 222,Purok 1,Corn,1.81,1.63,0.97,1.47,July,2024,5.88,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,1.89,1.1,1.65,1.37,August,2024,6.01,Harvest
Sydney Brett Carson,Irrigated,NSIC Rc 216,Purok 1,Corn,0.68,1.69,1.23,1.98,September,2024,5.58,Harvest
Sydney Brett Carson,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.56,1.47,0.52,0.87,October,2024,4.42,Harvest
Sydney Brett Carson,Irrigated,PSB Rc82,Purok 1,Corn,0.83,1.7,1.16,0.59,November,2024,4.28,Harvest
Sydney Brett Carson,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.21,0.95,1.05,1.21,December,2024,4.42,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,0.62,0.71,0.81,1.81,January,2020,3.95,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,1.95,0.8,1.97,0.64,February,2020,5.36,Harvest
Donna Keith Clayton,Irrigated,Tubigan 14,Purok 2,Corn,1.96,0.6,1.8,0.87,March,2020,5.23,Harvest
Donna Keith Clayton,Irrigated,Tubigan 14,Purok 2,Corn,0.93,0.86,0.96,1.18,April,2020,3.93,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,1.54,0.9,1.06,1.68,May,2020,5.18,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.89,1.98,0.66,1.16,June,2020,5.69,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 222,Purok 2,Corn,0.52,0.92,1.87,0.84,July,2020,4.15,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,0.96,1.64,0.66,0.89,August,2020,4.15,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.34,1.1,0.85,1.69,September,2020,4.98,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,0.91,1.24,0.64,1.99,October,2020,4.78,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,0.9,1.24,1.21,0.95,November,2020,4.3,Harvest
Donna Keith Clayton,Irrigated,Tubigan 14,Purok 2,Corn,0.93,1.71,1.82,1.21,December,2020,5.67,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,1,0.96,0.67,1.86,January,2021,4.49,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,0.92,1.6,1.15,1.5,February,2021,5.17,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,0.82,1.7,1.78,0.75,March,2021,5.05,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.49,1.35,1.21,1.27,April,2021,5.32,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,1.22,0.72,1.67,0.65,May,2021,4.26,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 222,Purok 2,Corn,1.13,0.96,1.7,1.45,June,2021,5.24,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.15,1.99,1.29,0.54,July,2021,4.97,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,0.76,1.92,1.54,1.98,August,2021,6.2,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,1.64,1.41,0.82,1,September,2021,4.87,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 222,Purok 2,Corn,1.67,1.81,1.91,1.46,October,2021,6.85,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,1.68,0.7,1.27,0.69,November,2021,4.34,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,0.93,1.76,0.68,0.84,December,2021,4.21,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,1.31,1.93,1.29,1.84,January,2022,6.37,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.36,0.57,0.72,0.68,February,2022,3.33,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,1.03,0.73,1.35,0.85,March,2022,3.96,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,0.99,0.51,1.43,1.08,April,2022,4.01,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,0.63,1.34,0.98,1.08,May,2022,4.03,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,0.64,0.54,1.75,1.75,June,2022,4.68,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,1.82,0.53,0.81,1.89,July,2022,5.05,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,1.96,1.87,0.82,1.79,August,2022,6.44,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,1.66,1.79,1.96,0.53,September,2022,5.94,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,0.59,1.35,1.41,1.71,October,2022,5.06,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.24,1.14,1.92,1.48,November,2022,5.78,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,0.59,1.92,1.86,1.43,December,2022,5.8,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,0.72,1.06,1.37,0.56,January,2023,3.71,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,1.67,0.55,0.97,0.94,February,2023,4.13,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,1.65,1.3,0.51,0.96,March,2023,4.42,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,1.89,1.5,1.75,0.88,April,2023,6.02,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,1.8,1.72,1,1.98,May,2023,6.5,Harvest
Donna Keith Clayton,Irrigated,Tubigan 14,Purok 2,Corn,0.66,0.57,1.84,0.78,June,2023,3.85,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,1.83,0.56,1.74,0.58,July,2023,4.71,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,1.72,0.86,0.57,0.83,August,2023,3.98,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,1.33,1.54,0.85,1.55,September,2023,5.27,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,0.53,0.98,0.94,1.1,October,2023,3.55,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,1.81,0.96,1.43,1.18,November,2023,5.38,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,1.32,1.99,1.16,1.99,December,2023,6.46,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,1.09,1.01,1.58,0.65,January,2024,4.33,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,1.52,1.88,1.86,0.8,February,2024,6.06,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,0.98,1.71,1.05,1.33,March,2024,5.07,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,0.82,1,1.04,1.7,April,2024,4.56,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 222,Purok 2,Corn,0.94,0.78,1.25,1.85,May,2024,4.82,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,1.19,1.2,0.66,0.94,June,2024,3.99,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.06,1.94,1.53,1.65,July,2024,6.18,Harvest
Donna Keith Clayton,Non-Irrigated,Tubigan 14,Purok 2,Corn,1.09,0.54,1.2,0.81,August,2024,3.64,Harvest
Donna Keith Clayton,Irrigated,NSIC Rc 216,Purok 2,Corn,1.83,1.03,0.84,1.13,September,2024,4.83,Harvest
Donna Keith Clayton,Non-Irrigated,PSB Rc82,Purok 2,Corn,1.87,1.69,1.71,1.74,October,2024,7.01,Harvest
Donna Keith Clayton,Non-Irrigated,NSIC Rc 216,Purok 2,Corn,0.97,1.9,0.69,1.38,November,2024,4.94,Harvest
Donna Keith Clayton,Irrigated,PSB Rc82,Purok 2,Corn,0.7,1.12,1.96,1.67,December,2024,5.45,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.98,1.91,1.53,1.82,January,2020,6.24,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.76,1.74,1.47,1.24,February,2020,5.21,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,0.71,0.75,0.62,1.87,March,2020,3.95,Harvest
Jonathan Kelsey Knight,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.82,0.76,0.51,1.15,April,2020,4.24,Harvest
Jonathan Kelsey Knight,Non-Irrigated,Tubigan 14,Purok 4,Coconut,0.84,0.67,1.38,0.86,May,2020,3.75,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.31,1.12,1.25,1.51,June,2020,5.19,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.92,1.44,0.98,1.95,July,2020,5.29,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.69,1.74,1.92,0.71,August,2020,6.06,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.01,0.86,1.78,1.83,September,2020,5.48,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.21,1.88,0.96,0.89,October,2020,4.94,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.36,0.68,1.38,1.79,November,2020,5.21,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.72,1.83,1.99,0.96,December,2020,6.5,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.62,1.13,0.74,1.94,January,2021,5.43,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,0.81,1.56,1.74,1.22,February,2021,5.33,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.88,1.61,1.78,1.88,March,2021,7.15,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,0.6,0.99,1.49,0.7,April,2021,3.78,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.59,0.75,1.86,1.55,May,2021,5.75,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.46,1.22,1.94,1.07,June,2021,5.69,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.28,1.6,0.95,0.84,July,2021,4.67,Harvest
Jonathan Kelsey Knight,Non-Irrigated,PSB Rc82,Purok 4,Coconut,0.85,1.71,1.35,0.96,August,2021,4.87,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.4,0.77,1.16,1.5,September,2021,4.83,Harvest
Jonathan Kelsey Knight,Non-Irrigated,PSB Rc82,Purok 4,Coconut,0.91,1.8,1.76,1.74,October,2021,6.21,Harvest
Jonathan Kelsey Knight,Non-Irrigated,PSB Rc82,Purok 4,Coconut,1.12,1.66,1.91,1.1,November,2021,5.79,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,1.35,1.05,1.44,1.51,December,2021,5.35,Harvest
Jonathan Kelsey Knight,Non-Irrigated,PSB Rc82,Purok 4,Coconut,0.73,1.29,0.78,0.77,January,2022,3.57,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.38,0.7,1,0.54,February,2022,3.62,Harvest
Jonathan Kelsey Knight,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.39,0.9,0.56,1.92,March,2022,4.77,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.33,1.57,1.43,1.27,April,2022,5.6,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,0.82,1.61,0.8,1.59,May,2022,4.82,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,0.75,0.7,0.92,1.53,June,2022,3.9,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.44,1.54,0.69,1.5,July,2022,5.17,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,0.58,1.19,1.25,0.73,August,2022,3.75,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.65,0.59,1.85,0.86,September,2022,3.95,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,1.21,1.82,0.58,1.92,October,2022,5.53,Harvest
Jonathan Kelsey Knight,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.75,1.11,0.67,0.6,November,2022,4.13,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.31,0.66,1.21,1.73,December,2022,4.91,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.05,1.66,1.02,1.31,January,2023,5.04,Harvest
Jonathan Kelsey Knight,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.03,1.15,1.52,1.02,February,2023,4.72,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.55,1.28,1.41,1.54,March,2023,4.78,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.77,1.71,1.07,1.48,April,2023,6.03,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.92,0.55,1.63,0.56,May,2023,3.66,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,1.93,2,1.08,1.08,June,2023,6.09,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.37,1.7,1.4,0.68,July,2023,5.15,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.92,0.9,1.13,0.56,August,2023,4.51,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.09,0.62,1.44,0.54,September,2023,3.69,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.19,1.49,1.93,0.63,October,2023,5.24,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.51,1.65,1.38,0.9,November,2023,4.44,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.1,1.63,1.74,1.23,December,2023,5.7,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.78,1.54,1.23,1.79,January,2024,6.34,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.58,1.21,1.47,1.49,February,2024,4.75,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.46,1.58,1.35,0.66,March,2024,5.05,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,0.95,1.89,0.72,0.74,April,2024,4.3,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,0.85,0.6,1.66,0.59,May,2024,3.7,Harvest
Jonathan Kelsey Knight,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.14,1.72,0.5,1.88,June,2024,5.24,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,0.99,0.64,1.37,1.2,July,2024,4.2,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,1.02,1.7,1.85,1.94,August,2024,6.51,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,1.36,0.83,1.85,1.19,September,2024,5.23,Harvest
Jonathan Kelsey Knight,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.57,1.82,0.72,1.47,October,2024,4.58,Harvest
Jonathan Kelsey Knight,Irrigated,Tubigan 14,Purok 4,Coconut,1.33,1.17,0.81,1.92,November,2024,5.23,Harvest
Jonathan Kelsey Knight,Irrigated,PSB Rc82,Purok 4,Coconut,0.57,1.94,1.32,0.77,December,2024,4.6,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.44,0.78,0.8,0.74,January,2020,3.76,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.93,1.21,1.85,0.89,February,2020,5.88,Harvest
Maria Jessica Austin,Non-Irrigated,PSB Rc82,Purok 3,Coconut,0.94,1.43,1.41,0.86,March,2020,4.64,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,0.52,1.07,1.68,1.28,April,2020,4.55,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.96,1.2,0.84,1.19,May,2020,5.19,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,0.91,0.95,1.17,0.97,June,2020,4,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.98,1.96,1.68,0.74,July,2020,5.36,Harvest
Maria Jessica Austin,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.14,1.3,1.77,1.19,August,2020,5.4,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.66,0.68,1.76,1.14,September,2020,5.24,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.46,0.86,1,1.16,October,2020,4.48,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.69,1.73,0.91,1.56,November,2020,5.89,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,1.26,1.11,1.58,1.74,December,2020,5.69,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,0.66,1.75,1.2,0.57,January,2021,4.18,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.03,0.55,1.63,1.2,February,2021,4.41,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.47,1.35,1.9,1.67,March,2021,6.39,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.77,1.67,1,1.48,April,2021,5.92,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,1.91,1.55,1.05,0.81,May,2021,5.32,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.4,1.71,0.86,1.35,June,2021,5.32,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.54,1.68,1.56,1.01,July,2021,5.79,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,1.78,1.95,1.12,1.82,August,2021,6.67,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.14,0.65,1.29,1.69,September,2021,4.77,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,0.64,1.57,0.9,1.85,October,2021,4.96,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.39,1.06,0.98,0.53,November,2021,3.96,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.27,1.04,1.76,1.93,December,2021,6,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 216,Purok 3,Coconut,0.92,1.02,1.02,0.91,January,2022,3.87,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.73,1.37,0.78,1.91,February,2022,5.79,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.89,0.56,1.54,1.57,March,2022,5.56,Harvest
Maria Jessica Austin,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.93,1.3,0.66,1.01,April,2022,4.9,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.54,0.67,1.42,1.56,May,2022,4.19,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,1.48,1.46,0.51,1.6,June,2022,5.05,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,0.97,1.59,0.66,1.24,July,2022,4.46,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.03,0.96,1.83,0.65,August,2022,4.47,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.46,1.33,1.42,1.03,September,2022,5.24,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.74,1.08,0.62,1.49,October,2022,4.93,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.81,1.96,1.69,1.67,November,2022,7.13,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.34,1.09,1.48,1.3,December,2022,5.21,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.84,0.58,0.87,0.98,January,2023,4.27,Harvest
Maria Jessica Austin,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.62,1.98,0.95,1.63,February,2023,6.18,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.97,0.76,0.83,1.62,March,2023,4.18,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,0.9,0.94,0.88,1.49,April,2023,4.21,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.66,1.59,1.5,1.59,May,2023,6.34,Harvest
Maria Jessica Austin,Irrigated,PSB Rc82,Purok 3,Coconut,1.37,1.36,1.21,0.77,June,2023,4.71,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,0.64,1.93,0.54,0.68,July,2023,3.79,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.92,1.52,1.24,1.83,August,2023,6.51,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,0.58,1.79,1.29,1.51,September,2023,5.17,Harvest
Maria Jessica Austin,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,0.89,1.73,1.88,0.87,October,2023,5.37,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,0.61,1.07,1.65,1.12,November,2023,4.45,Harvest
Maria Jessica Austin,Irrigated,Tubigan 14,Purok 3,Coconut,0.53,0.87,0.68,1.19,December,2023,3.27,Harvest
Maria Jessica Austin,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.76,1.31,0.84,0.84,January,2024,4.75,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.64,0.73,0.81,1.92,February,2024,4.1,Harvest
Maria Jessica Austin,Irrigated,NSIC Rc 216,Purok 3,Coconut,0.99,1.73,0.68,1.12,March,2024,4.52,Harvest
